name,jname,enname,species,typen,type1,type2,ability1,abilityd,ndex,kdex,oldjdex,jdex,kdexs,gdexa,fbrow,obrow,opbrow,height,weight,egggroupn,egggroup1,egggroup2,expyield,expyieldgen5,gendercode,eggcycles,lv100exp,color,catchrate,body,evhp,evat,evde,evsa,evsd,evsp,footnotes,imagecode,imagecode2,imagecode3,ability1-2,abilityd3,form1,form2,form3,height2,height3,weight2,weight3,expyield2,expyieldgen5-2,abrow,gdex,imagecode4,tcg2,type2-2,ability1-3,abilityd4,form4,height4,weight4,expyield3,expyieldgen5-3,color2,adex,adexm,adexa,adex2,adexm2,adexa2,abilityn,abilityn2,abilityd2,ability2,type1-2,ability2-2,idex2,adexu,adexp,adexu2,adexp2,kdexm,hdex,oldhdex,sdex,egggroupn2,egggroup1-2,egggroupn3,egggroup1-3,gendercode2,gendercode3,kdexk,gdexc,evhp2,evat2,evde2,evsa2,evsd2,evsp2,type1-3,abilityn3,abilityn4,ability2-3,ability1-4,ability2-4,color3,body3,evhp3,evat3,evde3,evsa3,evsd3,evsp3,species2,heightn,tcg,type2-3,body2,weightn,catchrate2,formcolor2,formcolor3,forme,sprite,image,type1-4,color4,evhp4,evat4,evde4,evsa4,evsd4,evsp4,formcolor1,tcg3,imagecode5,imagecode6,type2-4,type2-5,type2-6,form5,form6,expyieldgen5-4,expyieldgen5-5,expyieldgen5-6,footprintform2,art,idex,species3,species4,expyield4,catchrate3,catchrate4,caption,abilityd5,abilityd6,width,display,type0,type0-2,ability1-5,height5,weight5,expyield5,color5,body4,body5,type2-1,ability3-3,ndex2,color6
帕路奇亚,パルキア,Palkia,空间,,水,龙,压迫感,心灵感应,484,,,,,,,,,4.2,336.0,1,未发现,,220,306,255,120,"1,250,000",紫,3,06,0,0,0,3,0,0,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
席多蓝恩,ヒードラン,Heatran,火山口,,火,钢,引火,火焰之躯,485,,,,,,,,,1.7,430.0,1,未发现,,215,270,127,10,"1,250,000",褐,3,08,0,0,0,3,0,0,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雷吉奇卡斯,レジギガス,Regigigas,巨大,,一般,,慢启动,,486,,,,,,,292,,3.7,420.0,1,未发现,,220,302,255,120,"1,250,000",白,3,12,0,3,0,0,0,0,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑拉帝纳,ギラティナ,Giratina,反抗,,幽灵,龙,压迫感,心灵感应,487,,,,,,,,,4.5,750.0,1,未发现,,220,306,255,120,"1,250,000",黑,3,10,3,0,0,0,0,0,,File:487Giratina.png,File:487Giratina-Origin.png,,飘浮,,别种形态,起源形态,,6.9,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,
克雷色利亚,クレセリア,Cresselia,新月,,超能力,,飘浮,,488,,,,,,,,,1.5,85.6,1,未发现,,210,270,254,120,"1,250,000",黄,3,02,0,0,0,0,3,0,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霏欧纳,フィオネ,Phione,海洋,,水,,湿润之躯,,489,,,,,,,297,,0.4,3.1,2,水中1,妖精,165,216,255,40,"1,250,000",蓝,30,04,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玛纳霏,マナフィ,Manaphy,回游,,水,,湿润之躯,,490,,,,,,,,,0.3,1.4,2,水中1,妖精,215,270,255,10,"1,250,000",蓝,3,12,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
达克莱伊,ダークライ,Darkrai,暗黑,,恶,,梦魇,,491,,,,,,,,,1.5,50.5,1,未发现,,210,270,255,120,"1,250,000",黑,3,12,0,0,0,2,0,1,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
谢米,シェイミ,Shaymin,感谢,,草,,自然回复,,492,,,,,,,,,0.2,2.1,1,未发现,,64,270,255,120,"1,059,860",绿,45,08,3,0,0,0,0,0,,File:492Shaymin.png,File:492Shaymin-Sky.png,,天恩,,陆上形态,天空形态,,0.4,,5.2,,,,SP,,,,飞行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿尔宙斯,アルセウス,Arceus,创造,,一般,,多属性,,493,,,,,,,,221,3.2,320.0,1,未发现,,255,324,255,120,"1,250,000",白,3,08,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
比克提尼,ビクティニ,Victini,胜利,,超能力,火,胜利之星,,494,,,,,,,,,0.4,4.0,0,未发现,,270,,,120 ,"1,250,000",黄,3,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494Victini.png,,,,,,,,,,,,,,,,,,,,,,BW,000,,,,,,,,,,,,,,,,,,,,,,,
可多拉,コドラ,Lairon,铁铠,,钢,岩石,结实,重金属,305,,,,,,,121,095,0.9,120.0,1,怪兽,,152,151,127,35,"1,250,000",灰,90,08,0,0,2,0,0,0,,,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,2,,,坚硬脑袋,,,167,,,,,100,073,071,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玛沙那,アサナン,Meditite,冥想,,格斗,超能力,瑜伽之力,心灵感应,307,,,,143,,085,,,0.6,11.2,1,人型,,91,56,127,20,"1,000,000",蓝,180,12,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,078,076,086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恰雷姆,チャーレム,Medicham,冥想,,格斗,超能力,瑜伽之力,心灵感应,308,,,,144,,086,,,1.3,31.5,1,人型,,153,144,127,20,"1,000,000",红,90,12,0,0,0,0,0,2,,File:308Medicham.png,File:308Medicham-Mega.png,,瑜伽之力,,恰雷姆,超级恰雷姆,,,,,,-;,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,079,077,087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
藤藤蛇,ツタージャ,Snivy,草蛇,,草,,茂盛,唱反调,495,,,,,,,,,0.6,8.1,2,陆上,植物,28,,31,20,"1,059,860",绿,45,06,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,
青藤蛇,ジャノビー,Servine,草蛇,,草,,茂盛,唱反调,496,,,,,,,,,0.8,16.0,2,陆上,植物,145,,31,20,"1,059,860",绿,45,06,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,,,,,,,,,,,,,,,,,,,,,,,
君主蛇,ジャローダ,Serperior,皇家,,草,,茂盛,唱反调,497,,,,,,,,,3.3,63.0,2,陆上,植物,238,,31,20,"1,059,860",绿,45,02,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,,,,,,,,,,,,,,,,,,,,,,,
暖暖猪,ポカブ,Tepig,火猪,,火,,猛火,厚脂肪,498,,,,,,,,,0.5,9.9,1,陆上,,28,,31 ,20 ,"1,059,860 ",红,45,08,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,,,,,,,,,,,,,,,,,,,,,,,
炒炒豬,チャオブー,Pignite,火猪,,火,格斗,猛火,厚脂肪,499,,,,,,,,,1.0,55.0,1,陆上,,146,,31,20 ,"1,059,860 ",红,45,06,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,,,,,,,,,,,,,,,,,,,,,,,
炎武王,エンブオー,Emboar,大火猪,,火,格斗,猛火,舍身,500,,,,,,,,,1.6,150.0,1,陆上,,238,,31,20 ,"1,059,860 ",红,45,06,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,,,,,,,,,,,,,,,,,,,,,,,
水水獭,ミジュマル,Oshawott,海獭,,水,,激流,硬壳盔甲,501,,,,,,,,,0.5,5.9,1,陆上,,28,,31,20 ,"1,059,860 ",蓝,45,06,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,,,,,,,,,,,,,,,,,,,,,,,
双刃丸,フタチマル,Dewott,修行,,水,,激流,硬壳盔甲,502,,,,,,,,,0.8,24.5,1,陆上,,145,,31,20 ,"1,059,860 ",蓝,45,06,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,,,,,,,,,,,,,,,,,,,,,,,
大劍鬼,ダイケンキ,Samurott,威严,,水,,激流,硬壳盔甲,503,,,,,,,,,1.5,94.6,1,陆上,,238,,31,20 ,"1,059,860 ",蓝,45,08,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,,,,,,,,,,,,,,,,,,,,,,,
探探鼠,ミネズミ,Patrat,放哨,,一般,,逃跑,分析,504,,,,,,,,,0.5,11.6,1,陆上,,51,,127,15 ,"1,000,000 ",褐,255,08,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,锐利目光,,,010,,,,,046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,,,,,,,,,,,,,,,,,,,,,,,
步哨鼠,ミルホッグ,Watchog,警戒,,一般,,发光,分析,505,,,,,,,,,1.1,27.0,1,陆上,,147,,127,20 ,"1,000,000 ",褐,255,06,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,锐利目光,,,011,,,,,047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011,,,,,,,,,,,,,,,,,,,,,,,
小約克,ヨーテリー,Lillipup,小狗,,一般,,干劲,逃跑,506,,,,,113,,,,0.4,4.1,1,陆上,,55,,127,15 ,"1,059,860 ",褐,255,08,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,047,150,,051,2,,,捡拾,,,022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012,,,,,,,,,,,,,,,,,,,,,,,
哈約克,ハーデリア,Herdier,忠犬,,一般,,威吓,胆量,507,,,,,114,,,,0.9,14.7,1,陆上,,130,,127,15 ,"1,059,860 ",灰,120,08,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,048,151,,052,2,,,拨沙,,,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,,,,,,,,,,,,,,,,,,,,,,,
長毛狗,ムーランド,Stoutland,宽大,,一般,,威吓,胆量,508,,,,,115,,,,1.2,61.0,1,陆上,,221,,127,15 ,"1,059,860 ",灰,45,08,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,049,152,,053,2,,,拨沙,,,024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014,,,,,,,,,,,,,,,,,,,,,,,
扒手貓,チョロネコ,Purrloin,坏心眼,,恶,,柔软,恶作剧之心,509,,,,,,,,,0.4,10.1,1,陆上,,56,,127,20 ,"1,000,000 ",紫,255,08,0,0,0,0,0,1,,,,,,,,,,,,,,,,,044,,,,,,,,,,,,,,,,,,2,,,轻装,,,012,,,,,042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,015,,,,,,,,,,,,,,,,,,,,,,,
酷豹,レパルダス,Liepard,冷酷,,恶,,柔软,恶作剧之心,510,,,,,,,,,1.1,37.5,1,陆上,,156,,127,20 ,"1,000,000 ",紫,90,08,0,0,0,0,0,2,,,,,,,,,,,,,,,,,045,,,,,,,,,,,,,,,,,,2,,,轻装,,,013,,,,,043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,016,,,,,,,,,,,,,,,,,,,,,,,
花椰猴,ヤナップ,Pansage,草猴,,草,,贪吃鬼,茂盛,511,,,,029,,,,,0.6,10.5,1,陆上,,63,,31,20 ,"1,000,000 ",绿,190,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017,,,,,,,,,,,,,,,,,,,,,,,
花椰猿,ヤナッキー,Simisage,刺猴,,草,,贪吃鬼,茂盛,512,,,,030,,,,,1.1,30.5,1,陆上,,174,,31,20 ,"1,000,000 ",绿,75,06,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,,,,,,,,,,,,,,,,,,,,,,,
爆香猴,バオップ,Pansear,高温,,火,,贪吃鬼,猛火,513,,,,031,,,,,0.6,11.0,1,陆上,,63,,31,20 ,"1,000,000 ",红,190,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,019,,,,,,,,,,,,,,,,,,,,,,,
爆香猿,バオッキー,Simisear,火花,,火,,贪吃鬼,猛火,514,,,,032,,,,,1.0,28.0,1,陆上,,174,,31,20 ,"1,000,000 ",红,75,06,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,,,,,,,,,,,,,,,,,,,,,,,
冷水猴,ヒヤップ,Panpour,泼水,,水,,贪吃鬼,激流,515,,,,033,,,,,0.6,13.5,1,陆上,,63,,31,20 ,"1,000,000 ",蓝,190,06,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,,,,,,,,,,,,,,,,,,,,,,,
冷水猿,ヒヤッキー,Simipour,放水,,水,,贪吃鬼,激流,516,,,,034,,,,,1.0,29.0,1,陆上,,174,,31,20 ,"1,000,000 ",蓝,75,06,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022,,,,,,,,,,,,,,,,,,,,,,,
食梦梦,ムンナ,Munna,食梦,,超能力,,预知梦,心灵感应,517,,,,,,,,,0.6,23.3,1,陆上,,58,,127,10 ,"800,000 ",粉红,190,08,1,0,0,0,0,0,,,,,,,,,,,,,,,,,090,,,,,,,,,,,,,,,,,,2,,,同步,,,086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,,,,,,,,,,,,,,,,,,,,,,,
梦梦蚀,ムシャーナ,Musharna,半梦半醒,,超能力,,预知梦,心灵感应,518,,,,,,,,,1.1,60.5,1,陆上,,170,,127,10 ,"800,000 ",粉红,75,12,2,0,0,0,0,0,,,,,,,,,,,,,,,,,091,,,,,,,,,,,,,,,,,,2,,,同步,,,087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,024,,,,,,,,,,,,,,,,,,,,,,,
豆豆鸽,マメパト,Pidove,小鸽,,一般,飞行,健壮胸肌,斗争心,519,,,,,,,,,0.3,2.1,1,飞行,,53,,127,15 ,"1,059,860 ",灰,255,09,0,1,0,0,0,0,,,,,,,,,,,,,,,,,026,,,,,,,,,,,,,,,,,,2,,,超幸运,,,014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,,,,,,,,,,,,,,,,,,,,,,,
咕咕鴿,ハトーボー,Tranquill,野鸽,,一般,飞行,健壮胸肌,斗争心,520,,,,,,,,,0.6,15.0,1,飞行,,125,,127,15 ,"1,059,860 ",灰,120,09,0,2,0,0,0,0,,,,,,,,,,,,,,,,,027,,,,,,,,,,,,,,,,,,2,,,超幸运,,,015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,,,,,,,,,,,,,,,,,,,,,,,
高傲雉雞,ケンホロウ,Unfezant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斑斑馬,シママ,Blitzle,带电,,电,,避雷针,食草,522,,,,,,,,,0.8,29.8,1,陆上,,59,,127,20 ,"1,000,000 ",黑,190,08,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,电气引擎,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,,,,,,,,,,,,,,,,,,,,,,,
雷電斑馬,ゼブライカ,Zebstrika,雷电,,电,,避雷针,食草,523,,,,,,,,,1.6,79.5,1,陆上,,174,,127,20 ,"1,000,000 ",黑,75,08,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,电气引擎,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,029,,,,,,,,,,,,,,,,,,,,,,,
石丸子,ダンゴロ,Roggenrola,地幔,,岩石,,结实,沙之力,524,,,,,154,,,,0.4,18.0,1,矿物,,56,,127,15 ,"1,059,860 ",蓝,255,07,0,0,1,0,0,0,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,098,098,,120,120,,2,,,碎裂铠甲,,,068,,048,,060,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,,,,,,,,,,,,,,,,,,,,,,,
地幔岩,ガントル,Boldore,矿石,,岩石,,结实,沙之力,525,,,,,155,,,,0.9,102.0,1,矿物,,137,,127,15 ,"1,059,860 ",蓝,120,10,0,1,1,0,0,0,,,,,,,,,,,,,,,,,169,,,,,,,,,,,,099,099,,121,121,,2,,,碎裂铠甲,,,069,,049,,061,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,031,,,,,,,,,,,,,,,,,,,,,,,
龐岩怪,ギガイアス,Gigalith,高压,,岩石,,结实,沙之力,526,,,,,156,,,,1.7,260.0,1,矿物,,227,,127,15 ,"1,059,860 ",蓝,45,10,0,3,0,0,0,0,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,100,100,,122,122,,2,,,扬沙,,,070,,050,,062,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032,,,,,,,,,,,,,,,,,,,,,,,
滚滚蝙蝠,コロモリ,Woobat,蝙蝠,,超能力,飞行,纯朴,单纯,527,,,,,151,,,,0.4,2.1,2,陆上,飞行,63,,127,15 ,"1,000,000 ",蓝,190,09,0,0,0,0,0,1,,,,,,,,,,,,,,,,,174,,,,,,,,,,,,,,,,,,2,,,笨拙,,,066,,,,,,,,,,,,,,,055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,033,,,,,,,,,,,,,,,,,,,,,,,
心蝙蝠,ココロモリ,Swoobat,求爱,,超能力,飞行,纯朴,单纯,528,,,,,152,,,,0.9,10.5,2,陆上,飞行,149,,127,15 ,"1,000,000 ",蓝,45,09,0,0,0,0,0,2,,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,2,,,笨拙,,,067,,,,,,,,,,,,,,,056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,034,,,,,,,,,,,,,,,,,,,,,,,
螺釘地鼠,モグリュー,Drilbur,鼹鼠,,地面,,拨沙,破格,529,,,,,,,,,0.3,8.5,1,陆上,,66,,127,20 ,"1,000,000 ",灰,120,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,,166,,,,,,,,,,,,,,,,,,2,,,沙之力,,,076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035,,,,,,,,,,,,,,,,,,,,,,,
龙头地鼠,ドリュウズ,Excadrill,地底,,地面,钢,拨沙,破格,530,,,,,,,,,0.7,40.4,1,陆上,,178,,127,20 ,"1,000,000 ",灰,60,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,2,,,沙之力,,,077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,036,,,,,,,,,,,,,,,,,,,,,,,
差不多娃娃,タブンネ,Audino,听力,,一般,,治愈之心,笨拙,531,,,,123,,,,,1.1,31.0,1,妖精,,390,,127,20 ,"800,000 ",粉红,255,06,2,0,0,0,0,0,,File:531Audino.png,File:531Audino-Mega.png,,治愈之心,,差不多娃娃,超级差不多娃娃,,1.5,,32.0,,,,,,,,妖精,,,,,,,,白,,,,,,,2,1,,再生力,,,036,,,,,,,,,,,,,,,,021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,037,,,,,,,,,,,,,,,,,,,,,,,
搬運小匠,ドッコラー,Timburr,筋骨,,格斗,,毅力,铁拳,532,,,,,,,,,0.6,12.5,1,人型,,61,,63,20 ,"1,059,860 ",灰,180,12,0,1,0,0,0,0,,,,,,,,,,,,,,,,,171,,,,,,,,,,,,,,,,,,2,,,强行,,,073,,,,,093,,,,,,,,,,,057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038,,,,,,,,,,,,,,,,,,,,,,,
鐵骨土人,ドテッコツ,Gurdurr,筋骨,,格斗,,毅力,铁拳,533,,,,,,,,,1.2,40.0,1,人型,,142,,63,20 ,"1,059,860 ",灰,90,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,2,,,强行,,,074,,,,,094,,,,,,,,,,,058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,039,,,,,,,,,,,,,,,,,,,,,,,
修建老匠,ローブシン,Conkeldurr,筋骨,,格斗,,毅力,铁拳,534,,,,,,,,,1.4,87.0,1,人型,,227,,63,20 ,"1,059,860 ",褐,45,12,0,3,0,0,0,0,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,2,,,强行,,,075,,,,,095,,,,,,,,,,,059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,,,,,,,,,,,,,,,,,,,,,,,
